cluster_key,cluster_size,review_verdict,max_description_similarity,same_country,match_basis,merged_by_pipeline,source_row_id,company_name,company_name_normalized,domain,linkedin_company_url,locality,country,employee_range,revenue_band,description_excerpt
accrisoft||,2,possible_same_company,0.26,True,normalized_name + locality,no - kept separate pending review,19260,Accrisoft,accrisoft,accrinet.com,,,,,1M-5M,
advarra||,3,possible_same_company,0.378,True,normalized_name + locality,no - kept separate pending review,98827,Advarra,advarra,forteresearch.com,,,,,25M-75M,
advarra||,3,possible_same_company,0.378,True,normalized_name + locality,no - kept separate pending review,136424,Advarra,advarra,sairb.com,,,,,10M-25M,
advarra||,3,possible_same_company,0.378,True,normalized_name + locality,no - kept separate pending review,137588,Advarra,advarra,quorumreview.com,,,,,25M-75M,
agenolx||,2,possible_same_company,0.431,True,normalized_name + locality,no - kept separate pending review,91229,AGENOLX,agenolx,sparkmybiz.com,,,,,1M-5M,
agenolx||,2,possible_same_company,0.431,True,normalized_name + locality,no - kept separate pending review,95486,AGENOLX,agenolx,expressocservices.com,,,,,1M-5M,
airbet88||,4,possible_same_company,0.431,True,normalized_name + locality,no - kept separate pending review,90402,Airbet88,airbet88,treehousecomedy.com,,,,,1M-5M,
airbet88||,4,possible_same_company,0.431,True,normalized_name + locality,no - kept separate pending review,93405,AIRBET88,airbet88,mercatowc.com,,,,,1M-5M,
airbet88||,4,possible_same_company,0.431,True,normalized_name + locality,no - kept separate pending review,93945,AIRBET88,airbet88,lallipopdaycare.com,,,,,,
airbet88||,4,possible_same_company,0.431,True,normalized_name + locality,no - kept separate pending review,94189,AIRBET88,airbet88,jointsinmotionchiro.com,,,,,0-500K,
aledade||,3,possible_same_company,0.513,True,normalized_name + locality,no - kept separate pending review,124803,Aledade,aledade,medicaladvantagegroup.com,,,,,5M-10M,
aledade||,3,possible_same_company,0.513,True,normalized_name + locality,no - kept separate pending review,124815,Aledade,aledade,medadvgrp.com,,,,,10M-25M,
aledade||,3,possible_same_company,0.513,True,normalized_name + locality,no - kept separate pending review,139960,Aledade,aledade,npadvantage.com,,,,,1M-5M,
alexistogel||,7,possible_same_company,0.317,True,normalized_name + locality,no - kept separate pending review,90227,Alexistogel,alexistogel,urbanunderground.org,,,,,1M-5M,
alexistogel||,7,possible_same_company,0.317,True,normalized_name + locality,no - kept separate pending review,90395,Alexistogel,alexistogel,trevorexter.com,,,,,0-500K,
alexistogel||,7,possible_same_company,0.317,True,normalized_name + locality,no - kept separate pending review,90746,Alexistogel,alexistogel,thecaid.org,,,,,1M-5M,
alexistogel||,7,possible_same_company,0.317,True,normalized_name + locality,no - kept separate pending review,92371,Alexistogel,alexistogel,pixuru.com,,,,,0-500K,
alexistogel||,7,possible_same_company,0.317,True,normalized_name + locality,no - kept separate pending review,93161,Alexistogel,alexistogel,mstrattoria.com,,,,,1M-5M,
